,merchantid,alitype,alidecription,wemname,wedate,wemethod,wetype,wedescription
335160,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
335161,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
335271,869102602020002,套现,套现风险（套现风险极高）,,,,,
335272,869102602020002,套现,套现风险（套现风险极高）,,,,,
335285,869541010010002,套现,套现风险（套现风险极高）,,,,,
335286,869541010010002,套现,套现风险（套现风险极高）,,,,,
335509,869242003040001,赌博,赌博风险（关闭支付权限）,,,,,
335510,869242003040001,赌博,赌博风险（关闭支付权限）,,,,,
335546,869533005050001,套现,套现风险（套现风险极高）,,,,,
335577,869304004220011,套现,套现风险（套现风险极高）,,,,,
335837,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
335840,869466001030002,套现,套现风险（套现风险极高）,,,,,
335841,869466001030002,套现,套现风险（套现风险极高）,,,,,
335842,869466001030002,套现,套现风险（套现风险极高）,,,,,
335854,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
335872,869466001030002,套现,套现风险（套现风险极高）,,,,,
335873,869466001030002,套现,套现风险（套现风险极高）,,,,,
335889,869466001030002,套现,套现风险（套现风险极高）,,,,,
335890,869466001030002,套现,套现风险（套现风险极高）,,,,,
335911,869466001030002,套现,套现风险（套现风险极高）,,,,,
335912,869466001030002,套现,套现风险（套现风险极高）,,,,,
335927,869466001030002,套现,套现风险（套现风险极高）,,,,,
335928,869466001030002,套现,套现风险（套现风险极高）,,,,,
335947,869466001030002,套现,套现风险（套现风险极高）,,,,,
335948,869466001030002,套现,套现风险（套现风险极高）,,,,,
335989,869466001030002,套现,套现风险（套现风险极高）,,,,,
335990,869466001030002,套现,套现风险（套现风险极高）,,,,,
336002,869466001030002,套现,套现风险（套现风险极高）,,,,,
336003,869466001030002,套现,套现风险（套现风险极高）,,,,,
336027,869466001030002,套现,套现风险（套现风险极高）,,,,,
336028,869466001030002,套现,套现风险（套现风险极高）,,,,,
336036,869466001030002,套现,套现风险（套现风险极高）,,,,,
336037,869466001030002,套现,套现风险（套现风险极高）,,,,,
336052,869466001030002,套现,套现风险（套现风险极高）,,,,,
336053,869466001030002,套现,套现风险（套现风险极高）,,,,,
336075,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
336109,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
336372,869501210010001,套现,套现风险（套现风险极高）,,,,,
336383,869501210010001,套现,套现风险（套现风险极高）,,,,,
336402,869501210010001,套现,套现风险（套现风险极高）,,,,,
336403,869501210010001,套现,套现风险（套现风险极高）,,,,,
336409,869501210010001,套现,套现风险（套现风险极高）,,,,,
336410,869501210010001,套现,套现风险（套现风险极高）,,,,,
336415,869501210010001,套现,套现风险（套现风险极高）,,,,,
336416,869501210010001,套现,套现风险（套现风险极高）,,,,,
336420,869501210010001,套现,套现风险（套现风险极高）,,,,,
336421,869501210010001,套现,套现风险（套现风险极高）,,,,,
336427,869501210010001,套现,套现风险（套现风险极高）,,,,,
336436,869501210010001,套现,套现风险（套现风险极高）,,,,,
336437,869501210010001,套现,套现风险（套现风险极高）,,,,,
336442,869501210010001,套现,套现风险（套现风险极高）,,,,,
336452,869501210010001,套现,套现风险（套现风险极高）,,,,,
336453,869501210010001,套现,套现风险（套现风险极高）,,,,,
336454,869501210010001,套现,套现风险（套现风险极高）,,,,,
336455,869501210010001,套现,套现风险（套现风险极高）,,,,,
336478,869501210010001,套现,套现风险（套现风险极高）,,,,,
336479,869501210010001,套现,套现风险（套现风险极高）,,,,,
336509,869397005040002,套现,套现风险（套现风险极高）,,,,,
336510,869397005040002,套现,套现风险（套现风险极高）,,,,,
336639,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336640,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336669,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336670,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336707,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336708,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336754,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336755,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336798,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336823,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336835,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336867,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336868,869100001030045,套现,套现风险（套现风险极高）,,,,,
336886,869100001030045,套现,套现风险（套现风险极高）,,,,,
336887,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336888,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336889,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336900,869100001030045,套现,套现风险（套现风险极高）,,,,,
336901,869100001030045,套现,套现风险（套现风险极高）,,,,,
336904,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336905,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
336918,869397010010022,套现,套现风险（套现风险极高）,,,,,
336919,869397010010022,套现,套现风险（套现风险极高）,,,,,
336947,869100001030045,套现,套现风险（套现风险极高）,,,,,
336948,869100001030045,套现,套现风险（套现风险极高）,,,,,
336973,869501210010001,套现,套现风险（套现风险极高）,,,,,
336982,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
336983,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337060,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337061,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337101,869161004190001,套现,套现风险（套现风险极高）,,,,,
337127,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337128,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337188,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337189,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337309,869290001040009,套现,套现风险（套现风险极高）,,,,,
337322,869290001040009,套现,套现风险（套现风险极高）,,,,,
337323,869290001040009,套现,套现风险（套现风险极高）,,,,,
337446,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337447,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337452,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337453,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337456,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337457,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337464,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337465,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337474,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337475,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337583,869302008030001,套现,套现风险（套现风险极高）,,,,,
337587,869302008030001,套现,套现风险（套现风险极高）,,,,,
337606,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337607,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
337632,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337633,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337655,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
337661,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
337667,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
337680,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
337718,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337721,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
337726,869291604220003,赌博,赌博风险（关闭支付权限）,,,,,
337727,869291604220003,赌博,赌博风险（关闭支付权限）,,,,,
337758,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337759,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337760,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337767,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337855,869476110010001,套现,套现风险（套现风险极高）,菏泽市村头超市零售,2020/4/7 12:59,交易拦截,拦截,涉嫌实时交易异常
337871,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337872,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337905,869161004190001,套现,套现风险（套现风险极高）,,,,,
337906,869161004190001,套现,套现风险（套现风险极高）,,,,,
337907,869161004190001,套现,套现风险（套现风险极高）,,,,,
337908,869161004190001,套现,套现风险（套现风险极高）,,,,,
337917,869161004190001,套现,套现风险（套现风险极高）,,,,,
337918,869161004190001,套现,套现风险（套现风险极高）,,,,,
337922,869161004190001,套现,套现风险（套现风险极高）,,,,,
337923,869161004190001,套现,套现风险（套现风险极高）,,,,,
337926,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337927,869651003010017,赌博,赌博风险（关闭支付权限）,成都市哇哈哈水果新鲜水果,2020/4/7 17:42,交易拦截,拦截,涉嫌实时交易异常
337934,869161004190001,套现,套现风险（套现风险极高）,,,,,
337935,869161004190001,套现,套现风险（套现风险极高）,,,,,
337947,869161004190001,套现,套现风险（套现风险极高）,,,,,
337948,869161004190001,套现,套现风险（套现风险极高）,,,,,
337952,869161004190001,套现,套现风险（套现风险极高）,,,,,
337953,869161004190001,套现,套现风险（套现风险极高）,,,,,
337957,869161004190001,套现,套现风险（套现风险极高）,,,,,
337958,869161004190001,套现,套现风险（套现风险极高）,,,,,
337972,869161004190001,套现,套现风险（套现风险极高）,,,,,
337973,869161004190001,套现,套现风险（套现风险极高）,,,,,
